cuvant,fisier,total_aparitii,contexte
Budești,HAIRO_RosettiR_CuPalosul.txt,1,"spune Stoian . om din Budești , de pe Cracău ,"
Buhalnița,HAIRO_RosettiR_CuPalosul.txt,4,"cât om vrea putea la Buhalnița , în strâmtoare , și ||| , în codru , la Buhalnița . ști că avea de ||| sub vârf biserică , la Buhalnița , unde avea sta ascuțit ||| și fi de loc din Buhalnița . când avea trece ungură"
Buliga,HAIRO_PopescuND_RaduAnghel.txt,3,"situa la margine oraș despre Buliga . vedea sine la poartă ||| sui deal dintre Câmpu-Lung și Buliga . pe tihnă , după ||| pe la miază noapte sat Buliga , iar nu spre parte"
Buliga,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"trecătoare care azi sine numi Buliga sine afla schit Lainici ,"
Buzău,HAIRO_PopescuND_CodreanulHaiducul.txt,2,"bătători de obicinui drum dintre Buzău și Râmnic și străbă vtea ||| și el avea duce la Buzău , și el avea așe-za"
Buzău,HAIRO_IstratiP_DomnitaSnagov.txt,4,"maică Precista ;poteră de la Buzău , să el fi bate ||| la Cislăuși beme apă din Buzău , tu eu da cu ||| grăi , poteră de pe Buzău , prâpădi vrea Dumnezeu : ||| popas , noaptea , la Buzău — jumătate drum între Galați"
Buzău,HAIRO_RosettiR_CuPalosul.txt,1,", păta drum da la Buzău spre Siret , păsta un"
Buzău,HAIRO_PopescuND_RaduAnghel.txt,3,"la călărat , sau la Buzău . cât pentru defileu munte ||| el avea petrece până la Buzău , unde fi transportat cu ||| ? — tocmai pe la Buzău . — de acela nu"
Buzău,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"pădure dintre Cricov sărat și Buzău , adică între sat Salcia"
Buzău,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"pe neamț la Sinaia , Buzău și Cozia și să săvârși"
Buzău,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"fapt lui Codreanu în județ Buzău , care băga groază morță ||| Iancu Cocorăscp , ispravnic la Buzău , avea rupe de față"
Buzău,HAIRO_StoenescuS_Corbea.txt,1,"Râmnic , Luca episcop de Buzău . mistr Vel Vornic ,"
Buzău,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,3,"pariu Giurgiului și altul spre Buzău eu părîul băsea mic , ||| că vătaf al plai lui Buzău fi un grecoteiu urît ca ||| acolo duce eu întâi la Buzău pe și un cal ,"
Calafat,HAIRO_PopescuND_TunsuCapitan.txt,1,"ierna , mai colea de calafat , intru un boreiu dărâmat"
Calafat,HAIRO_IstratiP_DomnitaSnagov.txt,2,"un boier român dinspre părțe calafat . trăișt și azi și ||| mînăstire , tare departe de calafat , șu avea ajunge acolo"
Calafat,HAIRO_DumbravaB_Haiducul.txt,1,"cu ' niște afacere la calafat , și care sine mai"
Calafat,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,9,"7 Septembre ) 1810 la calafat , el chema la Craiova ||| și trimite peste Olt la calafat ca să sine bate cu ||| victor "" dicisiv în față calafat , și scăpa pe rus ||| turc da înăinta de la calafat spre interior țară . vedea ||| sine lupta cu turc la calafat ; acest mare dregător găsi ||| cauți , duce tu la calafat , da ochi cu Bimbașea ||| sine hotărî să pleca spre calafat , mai ales că avea ||| în viitor . ajunge la calafat , mai nainta avea da ||| avea aduce pe Polcovnic la calafat și cerere ce avea face"
Caracal,HAIRO_PopescuND_TunsuCapitan.txt,1,"stabili în oraș său natal caracal , sine juce de muncă"
Caracal,HAIRO_PopescuND_IancuJianuZapciu.txt,14,"ca să sine duce la Caracal spre a face rost de ||| Așa dar cum ajunge la Caracal , Radu îndupleca pe vornic ||| său mișcător șu nemișcător din Caracal prădat și devasta de către ||| la divan , de la Caracal la Râmnicu-Vâlcei , și de ||| de cât casă boereș din Caracal care el avea opri el ||| dragășșn cu el decât la Caracal cu frate său Amza . ||| Cemeți sau mai bine la Caracal . — dar pentru ce ||| zice tu eu . la Caracal dar . pe semn Stoica ||| că jien fi tocmai din Caracal . când auzi Ana că ||| auzi Ana că merge la Caracal un rază de speranță luci ||| luci în inimă lui . caracal fi loc naștere șu al ||| dar cu mulțumire lui spre Caracal , precedat de duță care ||| casă singuratic din margine oraș Caracal . nimic nu putea fi ||| găteascta tu să merge la Caracal . vrea ca mai înainte"
Caracal,HAIRO_DumbravaB_Pandurul.txt,11,"lăsa mâine de dimineață la Caracal , la lancu Jianu ” ||| la boer lancu Jianu la Caracal , împreună loniț Bălănescu . ||| jumătate drum Intre București și Caracal , pe moșie boer bălăcean ||| fi vorbă să ajunge la Caracal , până nu întuneca . ||| cu greu avea fi nimeri caracal pe timp de viscol . ||| înalt de nea . „ caracal fi piti în nișt adâncitură ||| nu vedea alt oras decât caracal , nici măcar la Cra-iova ||| face chiar el , la Caracal acasă , când el coplesti ||| avea bine acuma decât la Caracal , unde abia îndrâsni să ||| , după întoarcere lui delă Caracal . la Benești cucoană Anica ||| duce greu bolnav , la Caracal acasă . dar tu ”"
Caracal,HAIRO_DumbravaB_Haiducul.txt,19,"la moșie lui de lângă Caracal ? "" — „ fi ||| Iancu . — „ spre Caracal , boier , răspunde vătaf ||| vrea să sine întoarce la Caracal ” . — „ ține ||| mamă cu fată pleca la Caracal , unde ședea , și ||| și numai întreba nimic . caracal fi depărtare cale de un ||| , trăsură golfinenc până la Caracal , avea teamă , că ||| lui în noapte acela la Caracal . negreșit că arnăut care ||| bine înapoi la moșie delă Caracal . dar ticălos de Pervanoglu ||| „ avea fi eară la Caracal , stăpân , ca să ||| chema pe boier Dumitru din Caracal și oare rămâne apoi în ||| lui Iancu Jianu de lângă Caracal , spunândiune că vulpe fi ||| , „ pe unul la Caracal și pe celălalt opt la ||| ca de doi ceas de Caracal . orice asprime dispărea din ||| veni cât mai curând la Caracal . de pe jilț din ||| delă ispravnic Arghir Mavrachi din Caracal . el pofti pe Jianu ||| Mereanu sine aduce lega la Caracal . curte lui Chir Mavrache ||| sine pierde în depărtare și caracal sine cufunda iară în somn ||| scăpare lui din temniță delă Caracal , în urmă care Cârc ||| grecesc . spre miazănoapte de Caracal , întru un vale împădurit"
Caracal,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,", el sine duce la Caracal , depune în urnă vot"
Caracal,HAIRO_PopescuND_IancuJianuCapitan.txt,4,"de a sine duce spre Caracal , intra în codru și ||| să ieși din închisoare din Caracal , unde sta închide pentru ||| îndată veni un vestitor delă Caracal , care el face cunoaște ||| D. deputat Amza Jianu din Caracal avea binevoi a eu comunica"
Caracal,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,53,"al familie jien din oraș Caracal . Ion BOERII și negumdort ||| legiune roman pe vreme împărat Caracal , fundator oraș Caracal , ||| împărat Caracal , fundator oraș Caracal , capitală județ Romanați și ||| țăran , avea trăi în Caracal între boer , ca un ||| , să el dobândi . caracal nu plăcea Joiței , căci ||| . revoluțție din CRAIOVA și CARACAL pe când Hagi Stan Jianu ||| ; eaisbucni mai întâi în Caracal și apoi imediat la Craiova ||| lui Noembrie 1793 locuitor din Caracal , prin îndemn lui GrigOre ||| . în cap mișcare din Caracal fi : serdar Grigore Jianu ||| , sămi în grabă la Caracal , să pui în fiare ||| ce sine avea urma în Caracal . ordin sine avea executa ||| îndată ce avea ajunge la Caracal , Radu înduplicâ pe vornic ||| său mișcător și nemișcător din Caracal prădat și devasta de către ||| la divan , de la Caracal la râmnic Vâlcei și d-acolo ||| să sine duce băiat la Caracal . zice și face , ||| sta la casă părinteasc din Caracal , care asemeni avea cădea ||| și sine avea duce la Caracal , dar ajunge acolo a ||| amic casă care locu- în Caracal cum că , după moarte ||| Dumitrache care sine întoarce la Caracal , că Dumitrache sine avea ||| șină câtandisi să locui în Caracal în alt casă strein lua ||| țară și sine stabili în Caracal , deveni un bencher mare ||| odată veni ca mosafîr la Caracal , și din când în ||| sine mai abate pe la Caracal , și acolo da oochi ||| prieten , când trece prin Caracal , tot privitor la haiduc ||| a-colo sine avea duce la Caracal sub nume și chip lui ||| nu el mai veni în Caracal ca , evghenie său , ||| iar mere nici chiar în Caracal nu mai sine erede la ||| trimite pe cârc-eerdar Stoica la Caracal , în frunte un mare ||| Sava . Parvanoglu sosi în Caracal cu repurtație un oștean desăvârșit ||| când avea veni el în Caracal , dar tot fi fără ||| și de la drăgășan la Caracal și iar la Craiova , ||| , duce el tu la Caracal , că eu preget și ||| său , Iancu pleca spre Caracal cu inimă îndoios , și ||| de cât casă boeresc din Caracal , pe care el avea ||| săptămână boer avea trimite la Caracal pe Alexe cu sută de ||| cât în oraș Drăgășani sau Caracal . după ce dobândi voi ||| rfie , din Craiova , Caracal și Râmnic . acest ceată ||| d-ai spătărie fi trimite la Caracal , de unde lua pe ||| lega cot la cot la Caracal . pe eu lega cot ||| eu duce cu volnică la Caracal ? — pentru că sine ||| Iancu , tu întoarce la Caracal ca să liniști pe ispravnic ||| doi trei zi și la Caracal , el la drăgășan . ||| , Iancu sine duce la Caracal , de acest dată la ||| comparativ cu acela de la Caracal care îrăma în stăpânire lui ||| intra în'orași pe calea- spre Caracal și în cinci minut scotoci ||| ce vedea înainte , drum caracal , alerga mai mult de ||| al lui care locui la Caracal , la un depărtare de ||| sau mai , bine la Caracal . — dar pentru ce ||| eu . să merge la Caracal , că tocmai unde fi ||| dar cu mulțumire lui spre Caracal , preceda de Duță , ||| că el să merge la Caracal . vrea ca , mai ||| împreună cu cetașiu său spre Caracal , ca să raporta lui ||| fi fura . rămâne numai caracal -ncă eu bântui . în"
Cașin,HAIRO_MatasaC_MovilaHaiducului.txt,7,"încărca și trimite tocmai la Cașin , tot ce avea mai ||| încolo , sta când la Cașin când la rădeană , care ||| masă , și duce la Cașin oară la Brașov , unde ||| omenie , la mănăstire la Cașin . orice împotrivire avea fi ||| câtva zi de stat la Cașin , unde avea de înfrunta ||| , până la rădeană și Cașin . urgie mare și plânse ||| sine avea pune în Monastirea cașin . cară aduna către sine"
Călimănești,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"său să face baie la Călimănești , iar el personal să"
Călniștea,HAIRO_PopescuND_TunsuCapitan.txt,3,"așeza în bătătură tact plasă Călniștea tul călugărean , și chiar ||| explicabil ca acela de la Călniștea , el obliga să sta ||| „ șapte masă de la Călniștea . . . . ."
Căluiu,HAIRO_DumbravaB_Haiducul.txt,4,"rîuleț , fi așeza mănăstire Căluiu , unul din moșie cel ||| Dumnezeu , ca țăran din Căluiu să fi beli de viu ||| al el la zid mănăstire Căluiu , pe care el sări ||| sosi un slugă delă mănăstire Căluiu , în fugă mare ,"
Câineni,HAIRO_DumbravaB_Pandurul.txt,3,"veniți ? ” „ Dela Câineni , din Argeș ” . ||| „ stu tăia moșneniu delà Câineni pădure ? ” „ nu ||| cu turc avea băi delà Câineni printre om meiN vrea fi"
Câineni,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"său în creer munte la Câineni . Joița sine avea remărita ||| de ună- mort aproape de Câineni , și un negustor din"
Câmpina,HAIRO_PopescuND_TunsuCapitan.txt,4,"la Slatina , acolo la Câmpina ; Câmpina în Focșani d-acolo ||| , acolo la Câmpina ; Câmpina în Focșani d-acolo în Botoșani ||| fi sili să pleca la Câmpina în județ Prahova , fără ||| spune că sine duce la Câmpina . el ști că Tudor"
Câmpina,HAIRO_BaronziG_MinaHaiduceasa.txt,2,porni cu ceată lui spre Câmpina urma un cale lăturaș și ||| pe la amiază ajunge la Câmpina . . . mină zice
Câmpina,HAIRO_PopescuND_RaduAnghel.txt,1,al doi zi porni spre Câmpina unde sosi mai nainte de
Câmpina,HAIRO_PopescuND_IancuJianuCapitan.txt,2,"crăpa de ziuă , lăsa Câmpina mult înapoie său , trece ||| preot călare care veni spre Câmpina șu el zice : —"
Câmpina,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"merge de la București spre Câmpina , care fi un drum ||| lung drum între Ploești și Câmpina ; după acela el avea"
Câmpina,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,3,"pe cânepă , aduce din Câmpina , nici din teslă tesluit ||| căci măicuță Cănepa aduce din Câmpina nu fi jupâneasă meu ci ||| jupânes cânepă , aduce din Câmpina . — ce ? nu"
Câmpulung,HAIRO_DumbravaB_Pandurul.txt,6,"care scaun să fi la Câmpulung , mult apropiere munte șu ||| un om primejdios . lângă Câmpulung , spre pildă , el ||| să nu încerca Valahii din Câmpulung , negustoraș șu meseriast , ||| ! ” striga adjutant delà Câmpulung . arhiu face un mișcare ||| el păzi . adjutant delà Câmpulung alege acest alai , ca ||| de arnăut ̦ . prin Câmpulung , peste munte , în"
Câmpulung,HAIRO_RosettiR_CuPalosul.txt,1,face popas de sări în Câmpulung unde ajunge noaptea târziu .
Câmpulung,HAIRO_PopescuND_RaduAnghel.txt,1,negustor din Pitești și din Câmpulung nu el zice de cât
Câmpulung,HAIRO_Lazar_Haiducul_Graur.txt,1,"să el face de la Câmpulung spre Baia , unde turc"
Câmpulung,HAIRO_PopescuND_BujorHaiducul.txt,1,la Galați și de la Câmpulung la Chișănău fi visitat intr-acest
Cândești,HAIRO_PopescuND_RaduAnghel.txt,1,sin popă Gheorghe din sat Cândești care rîni ban cu lopată
Cândești,HAIRO_Anonim_GruiaMereanu.txt,2,da raită pe la sat Cândești . — la Popov ? ||| care lăsa în urmă sat Cândești . când sătean afla acela
Cândești,HAIRO_MatasaC_MovilaHaiducului.txt,5,", la casă vornic din Cândești . — om bun , ||| trei răzeșă : vornic din Cândești și doi fruntaș din Mastacăn ||| călăraș trece în goană spre Cândești . il și săgea pe ||| delă care totdeauna vornic din Cândești obișnui să cere sfat și ||| să trece delă Tazlău spre Cândești . pe tot hațaș care"
Câșla,HAIRO_IghelI_MoarteaSimionLicinsky.txt,1,pe drum ce duce prin Câșla și Luncavița la Brăila .
Cernăuți,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"; chiar mâine pleca la Cernăuți , și fi încredința că ||| voi să pleca mâne la Cernăuți . — tu tu duce"
Chiajna,HAIRO_PopescuND_TunsuCapitan.txt,1,"prin sat gâștest , prin Chiajna , și prin pădure de"
Chilia,HAIRO_RosettiR_CuPalosul.txt,1,"care duce marfă bogat delă Chilia în țară Leșasca , marfă"
Chilia,HAIRO_IghelI_MoarteaSimionLicinsky.txt,1,"2 și sine îndrepta către Chilia , unde avea de gând"
Chilia,HAIRO_PopescuP_GrozaCataonilor(Fulger).txt,1,nouă . în cursă ! Chilia în care Fulger sta închis
Chitai,HAIRO_BaronziG_FontanaZinelor.txt,5,"cale care duce spre lac Chitai , respunde Dan , acela ||| cu mult cale spre lac Chitai , din causă că în ||| omorî ieri pe mal lac Chitai și nu sine avea mai ||| lui și apoi fi lac Chitai la dreaptă , întru uă ||| meu cunoșțință de pe mal Chitai , acela care robi pe"
Cioplea,HAIRO_IghelI_TilharulFulger.txt,1,plin spre Dudești sau spre Cioplea unde fi ordie ciumat .
Ciorsaci,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,da în sat delă iaz Ciorsaci . —rei câtă fi ?
Ciortolom,HAIRO_RosettiR_CuPalosul.txt,16,"în mijloc un poien din Ciortolom , pe drum ce duce ||| el prinde a uita drum ciortolom meu . așa el că ||| el lăsa în rateș delă Ciortolom , fi mai bine de ||| cunoștință de la rateș din Ciortolom sosi în curând și sine ||| rateș jupânesă Sandei , în Ciortolom , unde vrea găsi vin ||| . auzi că rateș din Ciortolom , clădi de protopop catolic ||| aduce pe Anton la rateș ciortolom . el poveste bătrân întreg ||| nu veni , apuca drum ciortolom . fi hotărît să tocmi ||| drum delă Siret pănă la Ciortolom , numai spre a petrece ||| un ceas mai degraba în Ciortolom pentru a sine răsbuna asupra ||| și să sine întoarce în Ciortolom pe drumu unar , opri ||| ca să el duce în Ciortolom și eu eu voi răpezi ||| sine relua drum spre rateș ciortolom . în vreme ce el ||| trăi retrasiă în rateș din Ciortolom , dar că acuma , ||| rateș care sine afla în Ciortolom , nu departe de sat ||| tu întoarce cu eu în Ciortolom ? mai întreba Mihu pe"
Cislău,HAIRO_IstratiP_DomnitaSnagov.txt,1,"Plăișor el aduce , în Cislău când coborî , sine pleca"
Clejani,HAIRO_PopescuND_TunsuCapitan.txt,1,"nebună Velei , altul din Clejani , altul din găștesc și"
Clejani,HAIRO_Anonim_RuxandraHaiduciasa.txt,2,"șase . conscul de lis CLEJANI Cinci zi în urmă eveniment ||| în ușă conac de lângă Clejani , fi surprinde de sgomot"
Cluj,HAIRO_MacriP_IoanTunsu.txt,2,", and "" biblem univedor Cluj . Nortual_8086_Mode 1649 1927 "" ||| of the "" bibliotecă universitat Cluj "" IOAN TUNSU CĂPITAN de"
Cluj,HAIRO_DumbravaB_Pandurul.txt,1,"în drept delă academie din Cluj , doctor în teologie delă"
Cluj,HAIRO_RosettiR_CuPalosul.txt,6,"fi opri tocmai dincolo de Cluj și să fi aduce vice-voe-vodul ||| cu care veni , la Cluj , spre a lua jalbă ||| Somossy la sosire lui în Cluj , unde sine afla atunci ||| că în urmă sosire la Cluj al lui Somossy , cu ||| , Bogdan afla că la Cluj , încă înainte de sosire ||| oaste vice-vocvod care veni delă Cluj . insă Bogdan nu numai"
Codreni,HAIRO_PopescuND_CodreanulHaiducul.txt,7,"de d-asupră biserică din sat Codreni , comună Preasna nou județ ||| tată ședea cu casă la Codreni ; pleca în tot diminețile' ||| numai că fi din satu Codreni . el crede că aseua ||| fiu de țăran din cătunu Codreni care fi în județ Roman ||| mai sus , în sat Codreni din vecinătate Preas neu , ||| să lăsa moștenitor dărui schitu Codreni cu tot sat și împrejurime ||| ( de a mai fi Codreni vri un vară eu scoate"
Codreni,HAIRO_RosettiR_CuPalosul.txt,18,"pe Tutovă și Berheciu , Codreni delă Chigheciu , ieșean , ||| trup . Vasile oaspă cărăușă Codreni . tocmai atunci , cântec ||| veni , răspunde unul din Codreni , care părea mai de ||| port , vedea că fi Codreni delă Chigheciu . eu el ||| avea de aștepta delă vitejie Codreni . — fi încredința , ||| izubti fi că vitejie da Codreni sau crede în stare să ||| da da țară viteaj da Codreni . tot ziulică da alaltăiere ||| voevod cu nume tare între Codreni , cum eraAlexandru Basarab . ||| , Voicu striga : — Codreni , paloșă afară pentru cinste ||| nu numai pricepe că fi Codreni , dar recunoaște steag lui ||| că un oaste mare de Codreni pleca în leafă , în ||| , alb și galben la Codreni iar de abă roșu , ||| prinde de oblânc . printre Codreni sine vedea atât om trecut ||| mai alipi un eu de Codreni și al trei ceată , ||| în steag meu fi numai Codreni și bârlădean . — dar ||| Andrei și Gheorghe Făgău , Codreni ca și eu ; Vasile ||| , de bârlădean și de Codreni ! în asău împrejurare , ||| și lui . de la Codreni veni căpitan Băncilă , iar"
Codreni,HAIRO_Anonim_CodreanuMareHaiducNational.txt,3,pădure cerb de lângă sat Codreni unde vrea veni cu fată ||| și loc s$u din sat Codreni sine lua făgăduială lui că ||| trece prin pădure de lângă Codreni unde găsi pe mocan aștepta
Colentina,HAIRO_DumbravaB_Pandurul.txt,9,"ișlic , sine duce la Colentina , lua casă Ghiculeștilur , ||| arnăută . la sindrofie delja Colentina veni șu Sofia na Pan-tas ||| la porție castel , delà Colentina , unde tăbăra mavrofor , ||| odată lătrat câine din sat Colentina . pe când tânăr sine ||| azi la serbare , la Colentina . pentru a un sută ||| ciocoi șu cu grec delà Colentina , care mereu trimite la ||| , „ merge amândoi la Colentina ” . ypsilanti primi pe ||| Tudor Vasile avea fi la Colentina ” . atunci el el ||| în împrejurime ta-beriu cterist ; Colentina nu fi departe . arnăuțe"
Colentina,HAIRO_Anonim_RuxandraHaiduciasa.txt,3,"din Moldova sine opri la Colentina , împreună cu trei mie ||| Aga , opri sine la Colentina . secretar onericek îmbrăca sine ||| el fi înainte afară la Colentina ^ prepara el lui Tahir"
Colentina,HAIRO_StoenescuT_DragusinHaiducul.txt,1,iuțelă fulger si ajunge la Colentina unde sine opri . trece
Comarnic,HAIRO_PopescuND_CodreanulHaiducul.txt,1,îmate pe loc în ușea comarnic stână rezema în durdă său
Comarnic,HAIRO_PopescuND_RaduAnghel.txt,1,prin gură Belia și prin Comarnic fără a sine opri șu
Comănești,HAIRO_RosettiR_CuPalosul.txt,5,"fiică cneaz , Stan delă Comănești pe Soloneț , vesti atât ||| . cnezat lui cuprinde sat Comănești , băieșesc și pârtesc , ||| ce urma întoarcere cneaz la Comănești fi cel mai ferici din ||| decât fiică cneaz Stan delă Comănești și eu numi Domnica . ||| , fiică cneaz Stan delă Comănești , pe Soloneț . —"
Comănești,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"meu , eu așcepta la Comănești un bun prieten ; dar ||| cel patru cal înaintaș spre Comănești , iar Bănucu și Mariuca"
Comești,HAIRO_RosettiR_CuPalosul.txt,1,", de Ioniță soare din Comești , de Șarban Flamură delă"
Constanța,HAIRO_IghelI_MoarteaSimionLicinsky.txt,3,drum ce duce de la Constanța la Mamaia . trebui să ||| drum ce duce de la Constanța la Mamaia . trebui să ||| el tocmai veni de la Constanța unde fi să sine sfătui
Constanța,HAIRO_PopescuP_GrozaCataonilor(Fulger).txt,16,"patru . expediție nocturnă . CONSTANȚA . peste câte tu zi ||| meri , eu me numi Constanța . — el bine scump ||| — el bine scump meu Constanța , fi dispune să eu ||| pleca ! zice și frumos Constanța . peste doi ceas ere ||| cu bine în pădure unde Constanța -1 aștepta cu nerăbdare . ||| — cercetare fi bun întreba Constanța ? — forte bun zice ||| , copil ? striga frumos Constanța care sine întoarce de la ||| informațiune , sine întdrera la Constanța ca să el da socotelă ||| hun meu prieten Movilă zice Constanța , ce ispravă făcut fi ||| iubit meu soț , dise Constanța , strânge mână lui Movilă ||| . . . . și Constanța el să fi bine îngriji ||| de haiduc în cap cu Constanța , deteri năvală în curte ||| alalt . — în sănătate Constanța , închina un altul . ||| fiu lui Fulger și al Constanța , striga busuioc . — ||| , veni și Fulger cu Constanța , care ține un copil ||| el patru-deci an , iar Constanța de treizeci . mic Schinteie"
Copou,HAIRO_RosettiR_CuPalosul.txt,1,"samă , apoi prinde sine copou , el lega de un"
Copou,HAIRO_PopescuND_BoieriiHaiduci.txt,1,lui iliaș gâdea de la Copou . — el ! dac-
Copou,HAIRO_Anonim_CodreanuMareHaiducNational.txt,1,"un crângulet ̦ apreapă de Copou , în apropiere chiar al"
Copou,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,10,"intra în orașiu pe la Copou , ad-mirațiune și entusiasm el ||| zi la casă de la Copou , să cere ca trimite ||| său șu sedus drept la Copou , și după ce ajunge ||| veni trece și pe la Copou , cu învoire stăpân său ||| primejdios . Intr'acest timp la Copou Gheorghiță și Marghiolița petrece în ||| purta când sine duce la Copou , da ordin la doi ||| de lemn , șu la Copou repara un foișior ridica încă ||| aduce în casă de la Copou , prin urmare și lucru ||| casă cu pricină de la Copou , unde ajunge foarte curînd ||| că pe când sta la Copou nu fi tocmai căinos cu"
Corbu,HAIRO_RosettiR_CuPalosul.txt,1,", iar celalalt tocmai la Corbu , la un vie cumpăra"
Corbu,HAIRO_MacriP_HaiduculTandura.txt,4,"fi un comun , anume Corbu , acest dzi proprietate eforie ||| destul de însemnat . moșie Corbu fi al său , și ||| casă lui Stoica din comună Corbu . nici un urmă nu ||| abia pleca cu trăsură din Corbu , când fi vesti de"
Corbu,HAIRO_MatasaC_MovilaHaiducului.txt,2,"intra fugar fi și unul Corbu , fecior de fruntaș gospodar ||| undeva mai pe aproape , Corbu socoti nimeri să sine adânci"
Corbu,HAIRO_StoenescuS_Corbea.txt,5,", la stăpân meu fără Corbu . — ce mai cal ||| , cal purta nume de Corbu și stăpân de Corbea . ||| și mai cu seamă pe Corbu , un cal negru , ||| la al care eslă , Corbu fi lega , nemânca săr-mân ||| . cum simți sgomot , Corbu sine ciula ureche , sine"
Costești,HAIRO_StoenescuT_DragusinHaiducul.txt,1,"fi căpitan codru de lengă Costești , când -1 duce la"
Costișa,HAIRO_RosettiR_CuPalosul.txt,2,"avea un cumatru în sat Costișa , pe bistriță , om ||| zi acela român tăba între Costișa și gândi , pe amândoi"
Costișa,HAIRO_MatasaC_MovilaHaiducului.txt,2,", trimite în sat la Costișa , unde trăi , și ||| Vascan , flăcău de la Costișa , lua trece colea de"
Cotnari,HAIRO_PopescuND_CodreanulHaiducul.txt,1,ca să cere veni de Cotnari și de Odobești ; băibatu
Cotnari,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,"toamnă după poamă îvia la Cotnari oară la câmp , în"
Cotroceni,HAIRO_PopescuND_TunsuCapitan.txt,1,"mult în sat de sub Cotroceni , el sili să juca"
Cotroceni,HAIRO_DumbravaB_Pandurul.txt,25,". fi la tabără delă Cotroceni și la strățjilă înaintat . ||| el întări cu șanț mănăstire Cotroceni , șu trimite iscod în ||| și dărui de el mânăs-tire Cotroceni , avea un înfățișare domnesc ||| , să merge el la Cotroceni . dar însfârșit el găsi ||| vrioa șu sine duce la Cotroceni la sfeștanie taberiu pand în ||| ” . aci , la Cotroceni , în cetățuie pand , ||| chiar la dâns , la Cotroceni , și boer ofta : ||| , chiar el , la Cotroceni . părea că duh necurat ||| Lazăr și aduce 1 la Cotroceni . fi mai bine să ||| ședi . în curte la Cotroceni , când tunar zări pe ||| să el trima vorbă la Cotroceni . când Dumitru trece mai ||| dar pe tot drum spre Cotroceni , inimă lui pă rău ||| voi să sine îndrepta către Cotroceni . astfel , în goană ||| pe Mitică al meu delă Cotroceni , apă ” , — ||| veni în goană mare delă Cotroceni . în biserică plin de ||| să sine repedea până la Cotroceni ca să cere ajutor . ||| norod , câțivă efend la Cotroceni . dar pitar lancu Jianu ||| butcă lui și pleca la Cotroceni , unde aduce sluger , ||| bătaie tun acela mare delă Cotroceni , cu care zilnic sine ||| imitic șu trimite răspuns la Cotroceni . Și când mpitan Sava ||| . căpitan Sava veni la Cotroceni turburat șu frământat . voi ||| boer de la Belvedere la Cotroceni . Ceeace auzi acesta , ||| ” . din curte mănăstire Cotroceni , în zi de l8 ||| căpitan , si retragere din Cotroceni fi un pildă de ordine ||| găsi șu să aduca la Cotroceni , cu aju tor un"
Cotroceni,HAIRO_IghelI_TilharulFulger.txt,1,pe un țigan de la Cotroceni . . . el să
Cotroceni,HAIRO_Anonim_RuxandraHaiduciasa.txt,2,"16 martie așeza sine la Cotroceni , mitropolie și împrejurime . ||| sine așeza cu tabără la Cotroceni , zpsilant veni din Moldova"
Cotroceni,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,2,"da părăsi tabără de la Cotroceni , agusta zice în gură ||| cu al său până la Cotroceni precedat și urma de un"
Covaci,HAIRO_Anonim_BanditulGrozea.txt,2,"„ universală ˮ , skârșiclu Covaci , 14 . Ion Ionescu ||| universală ˮ Ion Ionescu stradă Covaci , 14 . către amator"
Covaci,HAIRO_RadulescuN_CapitanulRopota.txt,3,"el la Iordache , în Covaci . — intra pahar cu ||| la birt lui Iordache din Covaci . patru intra cunoscut lui ||| îndrepta sine către birt din Covaci . cum zări pe Victor"
Craiova,HAIRO_PopescuND_CodreanulHaiducul.txt,1,"fi grămăti lui Vrăbiescu din Craiova , răspunde Codreanu arăta pe"
Craiova,HAIRO_PopescuND_TunsuCapitan.txt,7,"divan , căci acela al Craiova eu avea rade după față ||| bătători îutru unul drum spre Craiova și spre Alexandria , dar ||| mai întâiu ? — la Craiova unde încă trăi și locui ||| . . — de la Craiova fi tu ? vrea să ||| de un cam da la Craiova ? — da , și ||| săti el că fi din Craiova și că avea părinte acolo ||| acolo să sine duce la Craiova , că pe drum cel"
