cuvant,fisier,total_aparitii,contexte
București,HAIRO_Dragoslav_CodreanuHaicudul.txt,1,de Ion Dragolsav Ediția unu București librărie Steinberg și fiu 1924
București,HAIRO_IghelI_TilharulFulger.txt,22,"așa și acela -l-alte din București sine ridica cap , unul ||| ) , mai mic . București pe vreme lui Caragea începe ||| Mavrocordat al doi oară , București deveni singur capitală al Muntenia ||| , un scriitor vorbi despre București de pe vreme acesta , ||| ( avea monopolu cafelă în București și presintă domn cafea ) ||| și negustor de încălțăminte din București ) ; ispravnic curte ( ||| nebun al curțe său . București , afară de palat care ||| argat din curte fugi din București în fapt zi ce trece ||| mare sine avea ridica în București după urmă lui Caragea , ||| de casă și avere din București el avea îvea un moșie ||| mezel și trufandală cumpăra din București . casă moșie sine compune ||| acolo până el sosi din București ca să el duce la ||| . . avea scrie în București ca să trima dorobant ca ||| , că tu trimate în București lega cu dorobant . — ||| în pădure Vlăsia care împrejmui București , trece pe lângă mănăstire ||| cât să trimite știre în București Irina și cu cel alt ||| creștini . poteră trimite din București nu putea prinde pe nimeni ||| . — el lua spre București . avea niște rudă în ||| pe drum ce duce la București , duce pe el pe ||| remâne până prin aprilie în București . . . nu merge ||| fi da de știre în București . dar fi greu al ||| sine avea intimpla revoluție în București în zi de 11 Iunie"
București,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"stradă Pitagora Nortual_8086_Mode 18 - BUCUREȘTI , input IANCU JIANU ."
București,HAIRO_PopescuND_BoieriiHaiduci.txt,2,"și cât tu boer din București , care încă nu avea ||| străin muta din Constantinopole în București și Iași prin înființare de"
București,HAIRO_MacriP_GhitaCatanuta.txt,1,haidiciu numel ortanat DEPANAIT MACRI BUCUREȘTI editură Librăria și Tipografiei H.
București,HAIRO_Lazar_Haiducul_Graur.txt,1,OLTENIEI de LAZAR Ediția Ion BUCUREȘTI ti „ concurență ” stradă
București,HAIRO_BalanescuS_Blestemul.txt,2,"la curte lui vodă în București ca să hotărî de osândă ||| . la curte domnesc din București , veni în auz lui"
București,HAIRO_Anonim_BanditulGrozea.txt,2,"la Antiquaria "" Pinath "" București . 9 , cale văcăresc ||| Gold basm vechi și eu București de vânzare la anticiarie PINATH"
București,HAIRO_Anonim_GruiaMereanu.txt,1,că tren ce veni din București și care trebui să trece
București,HAIRO_Anonim_RuxandraHaiduciasa.txt,19,"aștepta , fi pleca la București d-inainte de sfânt . Nicolae ||| săptămână de când pleca la București , fără să fi vrea ||| cu care avea fi la București . el el povesti în ||| care tocmai sine afla la București agita pentru revoluțiuue care trebui ||| : către popor român din București și din tot cel -lalt ||| Tudor Vladimirescu la plecare din București al lui Tudor care fi ||| el să declara răs-meriță în București și împrejurime . asemenea ordine ||| el numi popor veni în București la 16 martie așeza sine ||| domn avea dovedi el la București în față biserică oltean și ||| el să fi spânzura la București . acum putea , si ||| . în drum lui spre București el cutreera pădure în lung ||| etcetera etcetera tot ce avea București el mai ghiabura , sine ||| în urmă eveniment petrece la București pe câmpie filaret , Ruxanda ||| nu sine întoarce încă din București el pune în mare încurcătură ||| bine . pleca de la București împreună cu el . — ||| acesta din urmă , din București . în mai puțin de ||| care el aduce știre din București . al cinci zi după ||| , sine avea întoarce în București aduce cu dânșie cap haiduc ||| vânzare lua : tipografie concurență București , stradă Decebal No ."
București,HAIRO_MacriP_HaiduculTandura.txt,2,"A. R. institut de editură București , unu — stradă Pitagora ||| căci la Câmpu-Lung și la București veni cu duium . —"
București,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,59,"îmbrățișa pe acela vechi . București 1908 Decembrie 10 N. D. ||| dăruit biserică Isvorul tămăduiră din București prin pitac de la 17 ||| avea târî până pe la București pe bătrân , bolnav și ||| , Hagiul avea aduce din București pe doctor Dumitrache Marcu , ||| său , da fugă la București , sine duce la vodă ||| pentru că stănuță pleca la București ca să face târguel de ||| pentru că , fi la București , după ce termina cu ||| . el avea trimite la București de avea lua boerie , ||| a aduce din nou din București pe chir Dumitrache Marcu doctor ||| acela lung dintre Craiova și București , tot du-ca sine și ||| , veni de curând în București , care învăța medicină în ||| și scoborî scară palat din București , umbla după cârcot de ||| și să el aduce la București spre a sine priimi pedeapsă ||| poruncă lui vodă , la București spre a fi judeca d ||| declara în divan domnesc din București , în față domn , ||| precum și epistat Agia din București , ordin ce date în ||| , sine avea duce în București împreună cu unchi său paharnic ||| mic al cal , spre București . porni spre capitală țară ||| cam dată apucâ cale spre București , dar după ce merge ||| Iancu să sine duce la București , spre a sine pune ||| cu el , pleca spre București . ajunge acolo , el ||| tot timp șederă său în București , căci în casă episcop ||| după ce sine înturna din București și ajunge la drăgășan , ||| mai trimite 20 pand din București pentru același scop . la ||| sine avea trimite de la București ce vrea mai în urmă ||| lună , avea fi la București , și avea mai colinda ||| ruga să el chema la București , spre a sine lupta ||| încre-dința tu că acela din București avea mare nevoe de ajutor ||| Caraman , sosi : în București și pui sine în frunte ||| drum ce merge de la București spre Câmpina , care fi ||| la a ma Cricovului spre București până la rîu lalom -țea ||| la . apă lalomiță spre București , iar mai ales la ||| putea mai des spațiu dintre București și riu Ialomița căt cade ||| Caraman - din Oltenia spre București , mare spătar trimite în ||| după plecare lui Dumitrache spre București , sine ivi din nou ||| ; el sine reîntorge din București , după ce sine retrăsi ||| Lahovari , care ocupa la București post de logofăt al ob-stire ||| ce avea priimi de la București , căuta prin tot parte ||| meu , merge astfel la București , eu înfățișa la spătărie ||| drum , în cale spre București , și acela rămâne sine ||| , care veni chiar din București , sine răspândi ca fulger ||| doi zi vrea pleca în București , sine vrea duce la ||| de cuvânt , pleca la București în același zi , iar ||| osteneală să veni până la București de surdă . așea erauboere ||| îndeplini tot îbligațiune lua în București față de divan îSpătărie și ||| vreme trece , pace din București dintre rus și turc sine ||| , Tudor sine duce la București ca să stropoli de nuntă ||| înopta , Tudor pleca din București călare prin poartă din dos ||| trage , el fi din București și sine îndrepta în trap ||| arnăut domnesc , care din București lua urmă lui Tudor . ||| românesc . Caragea veni în București și inunda dregato -riile cu ||| ce eu duce eu la București , pentru ca să face ||| codru , ci sta îm București la adăpost înalt zid al ||| lui , și acela din București tăcea , că el fi ||| trimite Mihail său de la București boer de încredere cs să ||| cu mumbașir trimite de la București , pune în fiare și ||| al păgubaș , iar la București să fi trimite numai hoție ||| nenorocit negustor anume Hristea din București , el sine avea tăia ||| , chiar în Craiova și București , și trăi rămășiță viață"
București,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,5,"la gură oltețu până în București , mai ales când vrea ||| priimi , carte de la București cu pecete d'ale domnesc ; ||| intra agă badea Topală în București . pe drum eși tot ||| eu el părea , spre București să duce să trăi în ||| să duce să trăi în București Numa în petrecere domnesc ."
București,HAIRO_MatasaC_MovilaHaiducului.txt,1,MOVILA haidcru EDITURA carte romenesc BUCUREȘTI OBLĂDUIRE vitret Cinci-șase rând de
București,HAIRO_Anonim_CodreanuMareHaiducNational.txt,1,"editură Tipo-Litografiel dorph_Atlonssromeaty_Organization_for_Standardizat Petre CucuJ București , avea apărea : HIGIENA"
București,HAIRO_BalanescuS_SfarsitulBlestemului.txt,8,"a ajunge mai repede la București , pentru a eu răfui ||| și să el porni la București , ca să da jalbă ||| trimite la un roată din București . acolo , poroclită de ||| tău Dicasterie , porni la București , unde , din vorbă ||| să porni un vătășel spre București spre a duce răvaș , ||| tot vină pe agă din București , spune că dâns eu ||| înrola la musică ștab din București , deoarece fi înzestra cu ||| acel zi . ajunge în București , un slujbaș de la"
București,HAIRO_RadulescuN_BanditulRiureanu.txt,2,ce crede că Moceanu din București nu avea înce îuuta tot ||| ună- curte cu jurat din București el condamna la muncă silnic
București,HAIRO_StoenescuS_Corbea.txt,5,"să coprinde scaun domnie în București . Alecsandru al trei -lea ||| soră Olimpia , pleca la București . el ajunge maii degrabă ||| și sine el duce în București , spre a putea fi ||| doi zi veu pleca spre București . până atunci eu voi ||| cu Marioara sine stabili în București unde dusera un viață dulce"
București,HAIRO_BoerescuC_AldoAminta.txt,1,. 1855 Ianuarie 25 . București . ALDO și AMINTA SAŬ
București,HAIRO_StoenescuT_DragusinHaiducul.txt,7,". Ast-fel că merge la București bunioră , vrea lua el ||| să tu duce până în București — căta să fi cal ||| bogat să sine îndrepta spre București , unde -1 chema dor ||| , când Drăgușin sosi în București sine înfăți înaintea lui Ipsilante ||| să el căuta vindecare în București . în tot timp acela ||| . sine lăsa deci în București , la acest locuință , ||| . atunci porni repede spre București și lua pe Smărăndița veni"
București,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,25,"un zăbavă să por-ni spre București , căci acolo lucru steti ||| care pica în ajun în București tocmai ca să examina dacă ||| ce sine vrea stabili în București . la București Constantin Cehan ||| stabili în București . la București Constantin Cehan vodă nu face ||| românesc cu care veni din București , combina un plan pe ||| împreună cu frate său la București ? — ba avea pleca ||| stare să veni chiar în București în frunte al mie de ||| fi duce ast-fel până la București , unde fi arun-ca în ||| timp Corbea fi duce la București și instala în temniță său ||| peste scurt timp iar la București . de acela el sine ||| să el însoți până la București și să aduce la îndeplinire ||| mult pompam biserică Mitro-poliei din București , fi petrece până la ||| domn , el veni în București , ocupa un post din ||| nainte de a intra în București , pentru a înfricoșa pe ||| să pleca ca domn în București , și că el avea ||| un străin trămis de la București din parte fiu său și ||| veni numai de cât în București ca să sine afla acolo ||| cu tot șu porni spre București , bătrîna trage dupe sine ||| Roșan de la Crucea-de-Peatră din București ; iar baladă culege de ||| veni împreună cu el în București când sine sui pe tron ||| boer cel mai rămâne în București și care putea să el ||| acest idee el veni în București , da ochi cu spion ||| da ordin să trămi în București un capigiu care să ridica ||| Ștefan după cale călărast din București clădi de electronvolt XIX . ||| dâneașa în casă său din București , care nu fi nici"
Budești,HAIRO_PopescuND_CodreanulHaiducul.txt,1,"nou județ Ilfov a-proape de Budești , biserică durată de Codreanu"
Budești,HAIRO_RosettiR_CuPalosul.txt,1,"spune Stoian . om din Budești , de pe Cracău ,"
Bugeac,HAIRO_PopescuND_CodreanulHaiducul.txt,1,"Soroca , ba chiar prin bugeac tătăresc , dar de surd"
Bugeac,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"face espedițiune norocos atât în bugeac Tătărăsc , de unde desrobi"
Bugeac,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,11,"colinda codru cașin și codru bugeac , și în drum său ||| și unul , iar pădure bugeac dintre Dinistru și Prut ca ||| rasă de cal tătârăsc de Bugeac , renumiți prin fruntasețe , ||| sine avea ridica Și în Bugeac el avea intra , mult ||| Fete mare avea îmbătrîni , bugeac el avea pusti , pusti ||| , pusti și sărăcit : bugeac pe jumătate și crîm al ||| eu avea ridica sti în Bugeac eu avea intra , mult ||| Fete mare avea îmbătrîni , bugeac el avea pusti Și crâm ||| crâm el avea dijmui : bugeac pe jumătate și crâm al ||| el șu cetașie său din Bugeac , să al -cătuiască împreună ||| când Gruia încă hai-duce în Bugeac . Drăghici care , precum"
Bugeac,HAIRO_MatasaC_MovilaHaiducului.txt,4,", lua în grabă drum bugeac . de la Neamț , ||| , lua în grabă cale bugeac , către care el mâna ||| și bocet . ajunge în Bugeac , robie și avere prădat ||| , apuca în grabă cale bugeac . zece călăreț , încărca"
Bugeac,HAIRO_PopescuND_BujorHaiducul.txt,1,"după Grozea care haiduce prin Bugeac pe atunci , cam de"
Bugeac,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,6,să sine duce și prin Bugeac unde creștere și vindere cal ||| îndoi dușman al tătar din Bugeac . — ah ! ghidi ||| din Iassi fi vesti în Bugeac ca cal de frunte care ||| Gheorghiță sine avea înturna din Bugeac cu cal cumpărat d'acolo el ||| și sine avea îndrepta spre Bugeac pentru a găsi la tătare ||| de la un Marzac din Bugeac care cu mare greutate eu
Buhalnița,HAIRO_RosettiR_CuPalosul.txt,4,"cât om vrea putea la Buhalnița , în strâmtoare , și ||| , în codru , la Buhalnița . ști că avea de ||| sub vârf biserică , la Buhalnița , unde avea sta ascuțit ||| și fi de loc din Buhalnița . când avea trece ungură"
Buila,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,"Frăsinei , Comanca , și Buila , sine scoborî din munte"
Buila,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"tot coastă și vale munte Buila , și despărți ca cu"
Bulgaria,HAIRO_DumbravaB_Pandurul.txt,1,"sine avea distinge pe câmpie Bulgaria , numai atunci paryca lume"
Bulgaria,HAIRO_PopescuND_MiulHaiducul.txt,1,din tot ce avea avea Bulgaria și Turcia mai înjosit și
Bulgaria,HAIRO_PopescuP_VestitulBanditDragos.txt,1,"pleca în alt țară , Bulgaria bun oară , și trăi"
Bulgaria,HAIRO_IghelI_MoarteaSimionLicinsky.txt,1,"fi la hotaru Dobrogia și Bulgaria , sta un turc bătrân"
Bulgaria,HAIRO_PopescuND_AgaGruiaGrozoveanu.txt,1,margine Dunăre șu din interior Bulgaria . pentru ca să supravegheză
Bulgaria,HAIRO_PopescuND_BujorHaiducul.txt,1,"în Serbia , muntean în Bulgaria și moldovean în Dobrogea ,"
Bulgaria,HAIRO_RadulescuN_BanditulRiureanu.txt,1,"contra tron prinț Batemberg al Bulgaria , fi con-damna la moarte"
Bulgaria,HAIRO_StoenescuS_Corbea.txt,3,"răeu noro-d de la margine Bulgaria , birui pe turc în ||| birui pe turc în țară Bulgaria , cu mult răsboae și ||| și ola-t turcesc în țară Bulgaria , sine avea întoarce în"
Buliga,HAIRO_PopescuND_RaduAnghel.txt,3,"situa la margine oraș despre Buliga . vedea sine la poartă ||| sui deal dintre Câmpu-Lung și Buliga . pe tihnă , după ||| pe la miază noapte sat Buliga , iar nu spre parte"
Buliga,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"trecătoare care azi sine numi Buliga sine afla schit Lainici ,"
Buzău,HAIRO_PopescuND_CodreanulHaiducul.txt,2,"bătători de obicinui drum dintre Buzău și Râmnic și străbă vtea ||| și el avea duce la Buzău , și el avea așe-za"
Buzău,HAIRO_IstratiP_DomnitaSnagov.txt,4,"maică Precista ;poteră de la Buzău , să el fi bate ||| la Cislăuși beme apă din Buzău , tu eu da cu ||| grăi , poteră de pe Buzău , prâpădi vrea Dumnezeu : ||| popas , noaptea , la Buzău — jumătate drum între Galați"
Buzău,HAIRO_RosettiR_CuPalosul.txt,1,", păta drum da la Buzău spre Siret , păsta un"
Buzău,HAIRO_PopescuND_RaduAnghel.txt,3,"la călărat , sau la Buzău . cât pentru defileu munte ||| el avea petrece până la Buzău , unde fi transportat cu ||| ? — tocmai pe la Buzău . — de acela nu"
Buzău,HAIRO_PopescuND_IancuJianuCapitan.txt,1,"pădure dintre Cricov sărat și Buzău , adică între sat Salcia"
Buzău,HAIRO_PopescuND_BoieriiHaiduci.txt,1,"pe neamț la Sinaia , Buzău și Cozia și să săvârși"
Buzău,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"fapt lui Codreanu în județ Buzău , care băga groază morță ||| Iancu Cocorăscp , ispravnic la Buzău , avea rupe de față"
Buzău,HAIRO_StoenescuS_Corbea.txt,1,"Râmnic , Luca episcop de Buzău . mistr Vel Vornic ,"
Buzău,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,3,"pariu Giurgiului și altul spre Buzău eu părîul băsea mic , ||| că vătaf al plai lui Buzău fi un grecoteiu urît ca ||| acolo duce eu întâi la Buzău pe și un cal ,"
Calafat,HAIRO_PopescuND_TunsuCapitan.txt,1,"ierna , mai colea de calafat , intru un boreiu dărâmat"
Calafat,HAIRO_IstratiP_DomnitaSnagov.txt,2,"un boier român dinspre părțe calafat . trăișt și azi și ||| mînăstire , tare departe de calafat , șu avea ajunge acolo"
Calafat,HAIRO_DumbravaB_Haiducul.txt,1,"cu ' niște afacere la calafat , și care sine mai"
Calafat,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,9,"7 Septembre ) 1810 la calafat , el chema la Craiova ||| și trimite peste Olt la calafat ca să sine bate cu ||| victor "" dicisiv în față calafat , și scăpa pe rus ||| turc da înăinta de la calafat spre interior țară . vedea ||| sine lupta cu turc la calafat ; acest mare dregător găsi ||| cauți , duce tu la calafat , da ochi cu Bimbașea ||| sine hotărî să pleca spre calafat , mai ales că avea ||| în viitor . ajunge la calafat , mai nainta avea da ||| avea aduce pe Polcovnic la calafat și cerere ce avea face"
Caracal,HAIRO_PopescuND_TunsuCapitan.txt,1,"stabili în oraș său natal caracal , sine juce de muncă"
Caracal,HAIRO_PopescuND_IancuJianuZapciu.txt,14,"ca să sine duce la Caracal spre a face rost de ||| Așa dar cum ajunge la Caracal , Radu îndupleca pe vornic ||| său mișcător șu nemișcător din Caracal prădat și devasta de către ||| la divan , de la Caracal la Râmnicu-Vâlcei , și de ||| de cât casă boereș din Caracal care el avea opri el ||| dragășșn cu el decât la Caracal cu frate său Amza . ||| Cemeți sau mai bine la Caracal . — dar pentru ce ||| zice tu eu . la Caracal dar . pe semn Stoica ||| că jien fi tocmai din Caracal . când auzi Ana că ||| auzi Ana că merge la Caracal un rază de speranță luci ||| luci în inimă lui . caracal fi loc naștere șu al ||| dar cu mulțumire lui spre Caracal , precedat de duță care ||| casă singuratic din margine oraș Caracal . nimic nu putea fi ||| găteascta tu să merge la Caracal . vrea ca mai înainte"
Caracal,HAIRO_DumbravaB_Pandurul.txt,11,"lăsa mâine de dimineață la Caracal , la lancu Jianu ” ||| la boer lancu Jianu la Caracal , împreună loniț Bălănescu . ||| jumătate drum Intre București și Caracal , pe moșie boer bălăcean ||| fi vorbă să ajunge la Caracal , până nu întuneca . ||| cu greu avea fi nimeri caracal pe timp de viscol . ||| înalt de nea . „ caracal fi piti în nișt adâncitură ||| nu vedea alt oras decât caracal , nici măcar la Cra-iova ||| face chiar el , la Caracal acasă , când el coplesti ||| avea bine acuma decât la Caracal , unde abia îndrâsni să ||| , după întoarcere lui delă Caracal . la Benești cucoană Anica ||| duce greu bolnav , la Caracal acasă . dar tu ”"
Caracal,HAIRO_DumbravaB_Haiducul.txt,19,"la moșie lui de lângă Caracal ? "" — „ fi ||| Iancu . — „ spre Caracal , boier , răspunde vătaf ||| vrea să sine întoarce la Caracal ” . — „ ține ||| mamă cu fată pleca la Caracal , unde ședea , și ||| și numai întreba nimic . caracal fi depărtare cale de un ||| , trăsură golfinenc până la Caracal , avea teamă , că ||| lui în noapte acela la Caracal . negreșit că arnăut care ||| bine înapoi la moșie delă Caracal . dar ticălos de Pervanoglu ||| „ avea fi eară la Caracal , stăpân , ca să ||| chema pe boier Dumitru din Caracal și oare rămâne apoi în ||| lui Iancu Jianu de lângă Caracal , spunândiune că vulpe fi ||| , „ pe unul la Caracal și pe celălalt opt la ||| ca de doi ceas de Caracal . orice asprime dispărea din ||| veni cât mai curând la Caracal . de pe jilț din ||| delă ispravnic Arghir Mavrachi din Caracal . el pofti pe Jianu ||| Mereanu sine aduce lega la Caracal . curte lui Chir Mavrache ||| sine pierde în depărtare și caracal sine cufunda iară în somn ||| scăpare lui din temniță delă Caracal , în urmă care Cârc ||| grecesc . spre miazănoapte de Caracal , întru un vale împădurit"
Caracal,HAIRO_PopescuND_MoarteaIancuJianul.txt,1,", el sine duce la Caracal , depune în urnă vot"
Caracal,HAIRO_PopescuND_IancuJianuCapitan.txt,4,"de a sine duce spre Caracal , intra în codru și ||| să ieși din închisoare din Caracal , unde sta închide pentru ||| îndată veni un vestitor delă Caracal , care el face cunoaște ||| D. deputat Amza Jianu din Caracal avea binevoi a eu comunica"
Caracal,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,53,"al familie jien din oraș Caracal . Ion BOERII și negumdort ||| legiune roman pe vreme împărat Caracal , fundator oraș Caracal , ||| împărat Caracal , fundator oraș Caracal , capitală județ Romanați și ||| țăran , avea trăi în Caracal între boer , ca un ||| , să el dobândi . caracal nu plăcea Joiței , căci ||| . revoluțție din CRAIOVA și CARACAL pe când Hagi Stan Jianu ||| ; eaisbucni mai întâi în Caracal și apoi imediat la Craiova ||| lui Noembrie 1793 locuitor din Caracal , prin îndemn lui GrigOre ||| . în cap mișcare din Caracal fi : serdar Grigore Jianu ||| , sămi în grabă la Caracal , să pui în fiare ||| ce sine avea urma în Caracal . ordin sine avea executa ||| îndată ce avea ajunge la Caracal , Radu înduplicâ pe vornic ||| său mișcător și nemișcător din Caracal prădat și devasta de către ||| la divan , de la Caracal la râmnic Vâlcei și d-acolo ||| să sine duce băiat la Caracal . zice și face , ||| sta la casă părinteasc din Caracal , care asemeni avea cădea ||| și sine avea duce la Caracal , dar ajunge acolo a ||| amic casă care locu- în Caracal cum că , după moarte ||| Dumitrache care sine întoarce la Caracal , că Dumitrache sine avea ||| șină câtandisi să locui în Caracal în alt casă strein lua ||| țară și sine stabili în Caracal , deveni un bencher mare ||| odată veni ca mosafîr la Caracal , și din când în ||| sine mai abate pe la Caracal , și acolo da oochi ||| prieten , când trece prin Caracal , tot privitor la haiduc ||| a-colo sine avea duce la Caracal sub nume și chip lui ||| nu el mai veni în Caracal ca , evghenie său , ||| iar mere nici chiar în Caracal nu mai sine erede la ||| trimite pe cârc-eerdar Stoica la Caracal , în frunte un mare ||| Sava . Parvanoglu sosi în Caracal cu repurtație un oștean desăvârșit ||| când avea veni el în Caracal , dar tot fi fără ||| și de la drăgășan la Caracal și iar la Craiova , ||| , duce el tu la Caracal , că eu preget și ||| său , Iancu pleca spre Caracal cu inimă îndoios , și ||| de cât casă boeresc din Caracal , pe care el avea ||| săptămână boer avea trimite la Caracal pe Alexe cu sută de ||| cât în oraș Drăgășani sau Caracal . după ce dobândi voi ||| rfie , din Craiova , Caracal și Râmnic . acest ceată ||| d-ai spătărie fi trimite la Caracal , de unde lua pe ||| lega cot la cot la Caracal . pe eu lega cot ||| eu duce cu volnică la Caracal ? — pentru că sine ||| Iancu , tu întoarce la Caracal ca să liniști pe ispravnic ||| doi trei zi și la Caracal , el la drăgășan . ||| , Iancu sine duce la Caracal , de acest dată la ||| comparativ cu acela de la Caracal care îrăma în stăpânire lui ||| intra în'orași pe calea- spre Caracal și în cinci minut scotoci ||| ce vedea înainte , drum caracal , alerga mai mult de ||| al lui care locui la Caracal , la un depărtare de ||| sau mai , bine la Caracal . — dar pentru ce ||| eu . să merge la Caracal , că tocmai unde fi ||| dar cu mulțumire lui spre Caracal , preceda de Duță , ||| că el să merge la Caracal . vrea ca , mai ||| împreună cu cetașiu său spre Caracal , ca să raporta lui ||| fi fura . rămâne numai caracal -ncă eu bântui . în"
Carpați,HAIRO_MacriP_Bostan.txt,1,losui întru un peșteră din Carpați face tot zi la mătanie
Carpați,HAIRO_RosettiR_CuPalosul.txt,1,"unghi țară dintre Nistru și Carpați face acolo , când drum"
Carpați,HAIRO_PopescuND_MiulHaiducul.txt,1,cel mai înalt cimă al Carpați ; mai mult verfurî el
Carpați,HAIRO_IghelI_TilharulFulger.txt,1,lașa tron și pleca peste Carpați la Brașov . atunci sine
Carpați,HAIRO_PopescuND_BoieriiHaiduci.txt,1,", sine impărți codru dintre Carpați și Prut în mod frăți"
Carpați,HAIRO_MacriP_HaiduculTandura.txt,1,"bună meu vecin de peste Carpați , și chiar urzică atrage"
Carpați,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,3,"dintre Dunăre , Olt și Carpați , Radu , fi furni-rbr ||| putea merge până în vârf Carpați , prin comă deal ce ||| astăzi , aci în creer Carpați , eu avea zice și"
Carpați,HAIRO_PopescuP_GrozaCataonilor(Fulger).txt,1,"de pe la polă munte Carpați , din spre parte Gorjului"
Carpați,HAIRO_BoerescuC_AldoAminta.txt,4,"de când fiecareavă al giigant Carpați fi un fortereță munit de ||| vrea vedea iară alerga peste Carpați , și patrie meu sine ||| alu gloare străbun , gigant Carpați , falnic ca inimă lui ||| pămîntulu patru meu , și Carpați el duce în țară înnfrățit"
Cașin,HAIRO_MatasaC_MovilaHaiducului.txt,7,"încărca și trimite tocmai la Cașin , tot ce avea mai ||| încolo , sta când la Cașin când la rădeană , care ||| masă , și duce la Cașin oară la Brașov , unde ||| omenie , la mănăstire la Cașin . orice împotrivire avea fi ||| câtva zi de stat la Cașin , unde avea de înfrunta ||| , până la rădeană și Cașin . urgie mare și plânse ||| sine avea pune în Monastirea cașin . cară aduna către sine"
Călimănești,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,1,"său să face baie la Călimănești , iar el personal să"
Călniștea,HAIRO_PopescuND_TunsuCapitan.txt,3,"așeza în bătătură tact plasă Călniștea tul călugărean , și chiar ||| explicabil ca acela de la Călniștea , el obliga să sta ||| „ șapte masă de la Călniștea . . . . ."
Căluiu,HAIRO_DumbravaB_Haiducul.txt,4,"rîuleț , fi așeza mănăstire Căluiu , unul din moșie cel ||| Dumnezeu , ca țăran din Căluiu să fi beli de viu ||| al el la zid mănăstire Căluiu , pe care el sări ||| sosi un slugă delă mănăstire Căluiu , în fugă mare ,"
Câineni,HAIRO_DumbravaB_Pandurul.txt,3,"veniți ? ” „ Dela Câineni , din Argeș ” . ||| „ stu tăia moșneniu delà Câineni pădure ? ” „ nu ||| cu turc avea băi delà Câineni printre om meiN vrea fi"
Câineni,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"său în creer munte la Câineni . Joița sine avea remărita ||| de ună- mort aproape de Câineni , și un negustor din"
Câmpina,HAIRO_PopescuND_TunsuCapitan.txt,4,"la Slatina , acolo la Câmpina ; Câmpina în Focșani d-acolo ||| , acolo la Câmpina ; Câmpina în Focșani d-acolo în Botoșani ||| fi sili să pleca la Câmpina în județ Prahova , fără ||| spune că sine duce la Câmpina . el ști că Tudor"
Câmpina,HAIRO_BaronziG_MinaHaiduceasa.txt,2,porni cu ceată lui spre Câmpina urma un cale lăturaș și ||| pe la amiază ajunge la Câmpina . . . mină zice
Câmpina,HAIRO_PopescuND_RaduAnghel.txt,1,al doi zi porni spre Câmpina unde sosi mai nainte de
Câmpina,HAIRO_PopescuND_IancuJianuCapitan.txt,2,"crăpa de ziuă , lăsa Câmpina mult înapoie său , trece ||| preot călare care veni spre Câmpina șu el zice : —"
Câmpina,HAIRO_PopescuND_IancuJianuHaiducul_1912.txt,2,"merge de la București spre Câmpina , care fi un drum ||| lung drum între Ploești și Câmpina ; după acela el avea"
Câmpina,HAIRO_PopescuND_CorbeaHaiducInchisoare.txt,3,"pe cânepă , aduce din Câmpina , nici din teslă tesluit ||| căci măicuță Cănepa aduce din Câmpina nu fi jupâneasă meu ci ||| jupânes cânepă , aduce din Câmpina . — ce ? nu"
Câmpulung,HAIRO_DumbravaB_Pandurul.txt,6,"care scaun să fi la Câmpulung , mult apropiere munte șu ||| un om primejdios . lângă Câmpulung , spre pildă , el ||| să nu încerca Valahii din Câmpulung , negustoraș șu meseriast , ||| ! ” striga adjutant delà Câmpulung . arhiu face un mișcare ||| el păzi . adjutant delà Câmpulung alege acest alai , ca ||| de arnăut ̦ . prin Câmpulung , peste munte , în"
Câmpulung,HAIRO_RosettiR_CuPalosul.txt,1,face popas de sări în Câmpulung unde ajunge noaptea târziu .
Câmpulung,HAIRO_PopescuND_RaduAnghel.txt,1,negustor din Pitești și din Câmpulung nu el zice de cât
Câmpulung,HAIRO_Lazar_Haiducul_Graur.txt,1,"să el face de la Câmpulung spre Baia , unde turc"
Câmpulung,HAIRO_PopescuND_BujorHaiducul.txt,1,la Galați și de la Câmpulung la Chișănău fi visitat intr-acest
Cândești,HAIRO_PopescuND_RaduAnghel.txt,1,sin popă Gheorghe din sat Cândești care rîni ban cu lopată
Cândești,HAIRO_Anonim_GruiaMereanu.txt,2,da raită pe la sat Cândești . — la Popov ? ||| care lăsa în urmă sat Cândești . când sătean afla acela
